id,plot,sentinel_id
142497,"((34.657294558000046,31.329253837000067),(34.65508671600003,31.330447141000036),(34.655189406000034,31.330593012000065),(34.655318270000066,31.33062910800004),(34.65559138300006,31.330684788000042),(34.65755764100004,31.32967057600007),(34.657294558000046,31.329253837000067))",36RXV
238852,"((34.69523030000005,31.816553898000052),(34.69494984200003,31.816691330000026),(34.695830958000045,31.817723958000045),(34.696100243000046,31.81758892700003),(34.69523030000005,31.816553898000052))",36SXA
19016,"((34.89357454900005,32.270901466000055),(34.89363027600007,32.271379772000046),(34.894009553000046,32.27257405100005),(34.89438821300007,32.272369672000025),(34.894312558000024,32.27205769100004),(34.89429283100003,32.27187912000005),(34.894199091000075,32.271539122000036),(34.89411167800006,32.27086084600006),(34.89393134100004,32.27071822100004),(34.89376929300005,32.270805437000035),(34.89357454900005,32.270901466000055))",36SXA
50334,"((34.58629888200005,31.558425871000054),(34.58594870600007,31.55795316600006),(34.585568882000075,31.55743220100004),(34.58552427200004,31.557364282000037),(34.585462532000065,31.557411801000057),(34.58525205500007,31.55757336000005),(34.584907642000076,31.557858429000078),(34.58495968600005,31.55790851300003),(34.585444100000075,31.558578598000054),(34.58567512600007,31.558894787000042),(34.58629888200005,31.558425871000054))",36RXV
161386,"((35.25071268100004,30.801149099000042),(35.248307200000056,30.80060104300003),(35.24788008000007,30.80214531100006),(35.25034297800005,30.80274340400007),(35.25071268100004,30.801149099000042))",36RYV
249388,"((34.86484802700005,31.96094336400006),(34.86499853000004,31.96182791600006),(34.86498948800005,31.961928173000047),(34.86495866200005,31.96199744000006),(34.86478610800003,31.962235710000073),(34.86607285400004,31.962632082000027),(34.86662259600007,31.96154789700006),(34.86484802700005,31.96094336400006))",36SXA
263650,"((35.25929125500005,32.90360553000005),(35.25915536300005,32.90351905700004),(35.25911595100007,32.90344090000008),(35.25905615200003,32.90340473200007),(35.25903664200007,32.90345320000006),(35.25901677100006,32.903502572000036),(35.258950335000065,32.90367078700007),(35.259094821000076,32.90374041100006),(35.25912929800006,32.90375702400007),(35.25926939900006,32.90364019900005),(35.25929125500005,32.90360553000005))",36SYB
163305,"((34.73975091600005,31.610414683000045),(34.739810789000046,31.610550642000078),(34.73983302200003,31.61060112900003),(34.73984463000005,31.610656017000053),(34.740119855000046,31.611105632000033),(34.740399479000075,31.611595039000065),(34.74071140900003,31.612140985000053),(34.740825280000024,31.612286536000056),(34.74112702000008,31.612672220000036),(34.74117918500008,31.61274585700005),(34.74133339800005,31.612963557000057),(34.74143714300004,31.613110009000025),(34.74175451000008,31.613479449000067),(34.74187191900006,31.613552199000026),(34.742003175000036,31.613496845000043),(34.74212020900006,31.61348503800008),(34.74228880600003,31.613468027000067),(34.74232647300005,31.613501893000034),(34.742409819000045,31.613504539000076),(34.74244394300007,31.613506587000074),(34.742469681000046,31.61347706400005),(34.74234340400005,31.613274327000056),(34.742137127000035,31.612994687000025),(34.74197607000008,31.612776348000068),(34.74176193200003,31.612392286000045),(34.74162294700005,31.612154506000024),(34.74153452500008,31.612027683000065),(34.741434593000065,31.611884350000025),(34.74138648600007,31.611788399000034),(34.74135852100005,31.611732473000075),(34.74117702700005,31.611524389000067),(34.74103646700007,31.61141394400005),(34.74086627600008,31.61130681700007),(34.74074655700008,31.61120158800003),(34.74061305200007,31.610943444000043),(34.740380783000035,31.61058357400003),(34.74024869600004,31.610464771000068),(34.74009110500003,31.610367790000055),(34.73983055300005,31.61041987200008),(34.73975091600005,31.610414683000045))",36RXV
251633,"((35.444344589000025,33.01904493300003),(35.44432427700008,33.01899935500006),(35.44419854800003,33.018717235000054),(35.44417667600004,33.01866881300003),(35.44400873300003,33.018713655000056),(35.44403495900008,33.01875711300005),(35.44403930500005,33.018764314000066),(35.444176337000044,33.01909935600003),(35.444344589000025,33.01904493300003))",36SYB
246902,"((35.46312452900003,33.044124202000035),(35.46329234900003,33.04407050800006),(35.46332558700004,33.04405987300004),(35.46349577700005,33.04403344600007),(35.46348492800007,33.043934646000025),(35.463445179000075,33.04355837700007),(35.46341233700008,33.04331048900008),(35.46327325000004,33.04333999200003),(35.46313196600005,33.04338708100005),(35.46304865700006,33.04341709800008),(35.46297961500005,33.04343794000005),(35.46295467600004,33.043627650000076),(35.46293374700008,33.04373504700004),(35.46278283400005,33.04385756200003),(35.462793318000024,33.04396376100004),(35.46280219700003,33.044108007000034),(35.46278853700005,33.04423915800004),(35.46277314300005,33.044386950000046),(35.462766233000025,33.04451314200003),(35.46294823900007,33.044332619000045),(35.46312452900003,33.044124202000035))",36SYB
169574,"((34.658458892000056,31.718290959000058),(34.657241827000064,31.71767700600003),(34.656832155000075,31.718270455000038),(34.658049224000024,31.71888441300007),(34.658458892000056,31.718290959000058))",36SXA
246784,"((35.799639021000075,33.166591002000075),(35.799556994000056,33.16568409300004),(35.799418150000065,33.16568629300008),(35.79941814800003,33.16568576100008),(35.79812782600004,33.165701253000066),(35.79764963100007,33.16657505000006),(35.799639021000075,33.166591002000075))",36SYB
248278,"((35.11502108800005,32.91888073400003),(35.11508601200006,32.919502772000044),(35.11609948100005,32.919480243000066),(35.116099149000036,32.91946867200005),(35.11598815700006,32.919472221000035),(35.11598406100006,32.919397289000074),(35.11609697200004,32.91939312400007),(35.11608153700007,32.91885713800008),(35.11502108800005,32.91888073400003))",36SXB
114168,"((34.69295579100003,31.76177406000005),(34.69143655100004,31.76152834900006),(34.691152973000044,31.762717560000056),(34.691016698000055,31.763406475000068),(34.69102746900006,31.76340822800006),(34.692599080000036,31.763664090000077),(34.69274944800003,31.763117159000046),(34.69295579100003,31.76177406000005))",36SXA
258019,"((35.39867705100005,32.858705791000034),(35.39848473400008,32.85741806500005),(35.398023056000056,32.85743812800007),(35.39821208200004,32.858747933000075),(35.39833384600007,32.85874351800004),(35.39867705100005,32.858705791000034))",36SYB
264981,"((35.28549353500006,32.98961374900006),(35.285571693000065,32.98982580000006),(35.285736556000074,32.98979276800003),(35.28572511300007,32.98966394900003),(35.28585472100008,32.98964294100006),(35.28589342400005,32.98962306900006),(35.28584366100006,32.98950024900006),(35.28549353500006,32.98961374900006))",36SYB
189160,"((35.215797932000044,32.75332778200004),(35.21560465600004,32.75310516900004),(35.214987929000074,32.75348844500007),(35.21518099200006,32.75371042800003),(35.215797932000044,32.75332778200004))",36SXB
149063,"((34.60624787200004,31.69445569900006),(34.60506587200007,31.69434958800008),(34.604986997000026,31.69446374900008),(34.605992926000056,31.696005120000052),(34.60612383600005,31.695828429000073),(34.606001830000025,31.69531515700004),(34.605910566000034,31.695185879000064),(34.606563821000066,31.694498167000063),(34.60624787200004,31.69445569900006))",36SXA
81075,"((35.55489483500003,33.013003738000066),(35.554844106000075,33.01238855200006),(35.55449475300003,33.01200124400003),(35.554373646000045,33.01195650100004),(35.55421618500003,33.01191979400005),(35.55411456200005,33.011930809000035),(35.55411387800007,33.01193104500004),(35.553719138000076,33.01206824600007),(35.55354507200008,33.012117336000074),(35.55348695400005,33.01213372500007),(35.55343566800008,33.01211671600004),(35.55328153100004,33.012065593000045),(35.55307999300004,33.01201155900003),(35.55381452800003,33.01342254300005),(35.55489483500003,33.013003738000066))",36SYB
146164,"((35.02256615500005,32.482527764000054),(35.02359064800004,32.48264253000008),(35.02354561100003,32.482286756000065),(35.02327900100005,32.48228731200004),(35.02302535200005,32.48244441200006),(35.02256615500005,32.482527764000054))",36SXA
192372,"((35.313066857000024,32.56074840000008),(35.317526702000066,32.56010711400006),(35.31751523100007,32.55865990500007),(35.317321951000054,32.55851290500004),(35.31654967600008,32.55859535900004),(35.31627025500006,32.558624354000074),(35.31533507600005,32.55906192300006),(35.31419823600004,32.559810334000076),(35.31322615500005,32.56052707400005),(35.313066857000024,32.56074840000008))",36SYB
195368,"((35.44824832900008,32.240601739000056),(35.44836107900005,32.24071289200003),(35.44933367400006,32.23977388700007),(35.449350125000024,32.23957781000007),(35.449113467000075,32.23955960200004),(35.448618,32.23957237400003),(35.44835699500004,32.23957522200004),(35.44794630000007,32.23954661700003),(35.44759813300004,32.23949038500007),(35.44693361900005,32.239413299000034),(35.44655065000006,32.239396629000055),(35.44624282500007,32.239348703000076),(35.44579093100003,32.23934785400007),(35.44544083100004,32.239362680000056),(35.445161674000076,32.23940207900006),(35.444767384000045,32.239478398000074),(35.444413127000075,32.23956690400007),(35.44389457800003,32.23971902400007),(35.44352352400006,32.239836326000045),(35.44325760300006,32.239947837000045),(35.44313050900007,32.240036091000036),(35.443035225000074,32.24011571700004),(35.443149052000024,32.24022930500007),(35.44326616500007,32.24038130300005),(35.44334184400003,32.240513630000066),(35.44341429100007,32.24066679400005),(35.44362982500007,32.24064041500003),(35.44383762500007,32.24061855900004),(35.444029502000035,32.24059348700007),(35.44423859500006,32.24057893300005),(35.444449631000055,32.24053687000003),(35.444643675000066,32.24048861800003),(35.44481858600005,32.240427956000076),(35.44499359400004,32.24040336500008),(35.44540836800007,32.24040879700004),(35.445903979000036,32.240408933000026),(35.446133290000034,32.24041643000004),(35.44633910600004,32.240446967000025),(35.446725352000044,32.24045758900007),(35.44718262300006,32.24044318500006),(35.447403235000024,32.24045177900007),(35.44799444800003,32.240492302000064),(35.44815799500003,32.240547175000074),(35.44824832900008,32.240601739000056))",36SYA
228211,"((35.724686517000066,33.17070728200002),(35.72383045200007,33.170415872000035),(35.72376080200007,33.17044303700004),(35.72358616100007,33.17051329200007),(35.724451919000046,33.170797339000046),(35.72463126100007,33.17072805200007),(35.724686517000066,33.17070728200002))",36SYB
187612,"((35.414741897000056,32.778151351000076),(35.41479417600004,32.77818733100003),(35.41473833200007,32.77863037000003),(35.415067822000026,32.778809041000045),(35.41555487100004,32.77911890400003),(35.41596025500007,32.779096512000024),(35.41597696800005,32.779103355000075),(35.41604015300004,32.77912914700005),(35.41607012800006,32.779126492000046),(35.416211506000025,32.779197827000075),(35.41640952500006,32.779335866000054),(35.416436342000054,32.77935305300008),(35.416540317000056,32.779410693000045),(35.41656097400005,32.77943293800007),(35.416647117000025,32.779488152000056),(35.41715119500003,32.779240267000034),(35.41723777400006,32.77919698000005),(35.417238130000044,32.77919751500008),(35.41725078200005,32.77919129300005),(35.41731882300007,32.77930092200006),(35.41674909300008,32.77961681000005),(35.416835614000036,32.779683540000065),(35.41774981400005,32.77919853700007),(35.41750565600006,32.77899202400005),(35.416379939000024,32.778570159000026),(35.415837805000024,32.778811965000045),(35.41582556700007,32.778800732000036),(35.41582372400006,32.77880154600007),(35.41566665200003,32.77865486700006),(35.41565100500003,32.778640506000045),(35.41566368000008,32.77863550700005),(35.41578158100003,32.77858653200008),(35.415810548000024,32.77844807400004),(35.41537111900004,32.778177894000066),(35.41493711800007,32.77802233600005),(35.41482357900003,32.77809502400004),(35.414741897000056,32.778151351000076))",36SYB
48155,"((34.34713028600004,31.185765507000042),(34.346910071000025,31.185705943000073),(34.34659521800006,31.186648888000036),(34.346542396000075,31.18680233500004),(34.34756826300003,31.187049700000046),(34.347599262000074,31.187059452000028),(34.34855420300005,31.18729297400006),(34.348562868000045,31.187273944000026),(34.348877912000034,31.18630775500003),(34.347927500000026,31.186074876000077),(34.347533432000034,31.185965902000078),(34.347543201000065,31.185938674000056),(34.347545068000045,31.18592706700008),(34.347239940000065,31.185855858000025),(34.347246890000065,31.185824380000042),(34.34712300100006,31.18579865600003),(34.34713028600004,31.185765507000042))",36RXV
183276,"((35.28700199000008,32.93064029000004),(35.287183397000035,32.930420526000034),(35.28717980700003,32.93041884500008),(35.28697919600006,32.93032490300004),(35.28695879000003,32.93034295000007),(35.28674447900005,32.93051445900005),(35.286743184000045,32.930515495000066),(35.28686182600006,32.93058755100003),(35.28698024500005,32.93063407400007),(35.287000541000054,32.93064204700005),(35.28700183600006,32.930640476000065),(35.28700199000008,32.93064029000004))",36SYB
255299,"((35.32815326100007,32.864954209000075),(35.32802826000005,32.864980256000024),(35.32796868300005,32.864875494000046),(35.32772401300008,32.86492025600006),(35.32766359000004,32.86492820500007),(35.32767469000004,32.864986240000064),(35.32771233400007,32.86504593900003),(35.32772838900007,32.86506733900006),(35.327772168000024,32.86509660100006),(35.32781066700005,32.865249076000055),(35.327820107000036,32.865264721000074),(35.32791233800003,32.86529426900006),(35.328004417000045,32.86548296800004),(35.32832502000008,32.865417843000046),(35.32815326100007,32.864954209000075))",36SYB
118575,"((34.737038476000066,31.788428442000054),(34.73698360000003,31.786801379000053),(34.73608045800006,31.787006315000042),(34.73590139100003,31.78765323700003),(34.735858749000045,31.787799824000047),(34.736149932000046,31.78846492400004),(34.737038476000066,31.788428442000054))",36SXA
56174,"((35.601210854000044,33.21423090700006),(35.601535659000035,33.21413540300006),(35.60117627100004,33.21310777800005),(35.600125010000056,33.21337455100007),(35.60026258400006,33.21372198700004),(35.601210809000065,33.21422094800005),(35.601210854000044,33.21423090700006))",36SYB
73485,"((35.51660627900003,32.71413713100003),(35.51660880600008,32.71412212000007),(35.51660594200007,32.714120517000026),(35.516449753000074,32.71403305000007),(35.516463240000064,32.71385408500004),(35.516339756000036,32.71384842700007),(35.516318788000035,32.713905142000044),(35.515058873000044,32.713741266000056),(35.51503439700008,32.713803952000035),(35.51497791500003,32.71379216400004),(35.51497130400003,32.71392041400003),(35.51490428000005,32.713920581000025),(35.51485798700003,32.71422592600004),(35.51655005200007,32.71447118300006),(35.51660627900003,32.71413713100003))",36SYB
49510,"((34.54213718300008,31.42915909000004),(34.54135861300006,31.428497608000043),(34.54106005700004,31.428747028000032),(34.54062057700003,31.429105293000077),(34.53994831800003,31.42856806700007),(34.53984156900003,31.42850742400003),(34.53967370500004,31.42861742900004),(34.53953880900008,31.428631178000046),(34.53938322000005,31.428618157000074),(34.541080202000046,31.42998428100003),(34.54183921500004,31.42938951800005),(34.54213718300008,31.42915909000004))",36RXV
123458,"((35.33478248900008,33.06316841100005),(35.33491857100006,33.06253964700005),(35.33488245700005,33.06238321600006),(35.334771544000034,33.062383332000024),(35.33476498400006,33.06235863300003),(35.33453332800008,33.062328679000075),(35.33424292700005,33.062279570000044),(35.33416517200004,33.062644747000036),(35.334191350000026,33.062699620000046),(35.33413305000005,33.06298516800007),(35.33418529700003,33.06302080100005),(35.33422439800006,33.06299056300003),(35.334260286000074,33.06299327200003),(35.33441045700005,33.063069978000044),(35.334498531000065,33.063067140000044),(35.33464543300005,33.06313835900005),(35.33478248900008,33.06316841100005))",36SYB
60930,"((34.761221145000036,31.75380375900005),(34.76097198800005,31.753473236000048),(34.76059678100006,31.75368379200006),(34.76084388600003,31.754020832000037),(34.761221145000036,31.75380375900005))",36SXA
59651,"((35.09489485000006,32.58796687700004),(35.09555965900006,32.58851174400007),(35.096517971000026,32.58839327900006),(35.09687592600005,32.58835701700008),(35.09703145800006,32.587893558000076),(35.097187458000064,32.587612930000034),(35.097396255000035,32.58723732100003),(35.09760092600004,32.58709186800007),(35.097993700000075,32.58689738800007),(35.09844055600007,32.586754520000056),(35.09877902200003,32.58669750700005),(35.09931362400005,32.586755253000035),(35.09963828000008,32.58693314800007),(35.09981374700004,32.58717988400008),(35.10002243300005,32.58737919400005),(35.10012878200007,32.58745479300006),(35.100407947000065,32.58760862300005),(35.10069525800003,32.58776694000005),(35.10092883100003,32.58792600100003),(35.10100709000005,32.588110458000074),(35.10101778600006,32.58820401200006),(35.10099741800008,32.58838685000006),(35.10097435500006,32.58859386800003),(35.10095891000003,32.588732512000036),(35.10123542000008,32.58928181400006),(35.101317538000046,32.589444943000046),(35.10141764700006,32.58955401900005),(35.101577733000056,32.58962586100006),(35.10175278600008,32.58970441900004),(35.10182236500003,32.589765030000024),(35.101839521000045,32.58987231800006),(35.10179314000004,32.589963139000076),(35.101742192000074,32.59012639700006),(35.10170390400003,32.590249087000075),(35.10159477700006,32.590306766000026),(35.10172677300005,32.59029398200005),(35.10251890100005,32.59007975800006),(35.102818564000074,32.58992959300008),(35.10321468200004,32.58977091000003),(35.10363623300003,32.58956497500003),(35.104240667000056,32.58923026300005),(35.10444783200006,32.58911554300005),(35.10474263900005,32.58882241300006),(35.104786542000056,32.588778758000046),(35.10493050700006,32.58877529100005),(35.10505603200005,32.588772266000035),(35.10535205000008,32.58856935000006),(35.10578880400004,32.58837631200004),(35.106370542000036,32.58811919000004),(35.10670102600005,32.58797311700005),(35.10738475900007,32.587670907000074),(35.10776320100007,32.58750363300004),(35.108343209000054,32.58730824500003),(35.10834029500006,32.587307493000026),(35.108207519000075,32.58727325900003),(35.10805903000005,32.58723497300008),(35.10718108100008,32.58704951000004),(35.106155554000054,32.58679876800005),(35.106140778000054,32.58679515500006),(35.10609339600006,32.58678701200006),(35.105135924000024,32.586622471000055),(35.103933211000026,32.586359376000075),(35.103373513000065,32.586236936000034),(35.102918233000025,32.586169476000066),(35.10272034400003,32.58610485500003),(35.102613451000025,32.586055058000056),(35.10246160600008,32.58598431900003),(35.10230205000005,32.585886928000036),(35.10204566800007,32.58573043600006),(35.10165008900003,32.585429298000065),(35.10132541300004,32.585270028000025),(35.10111019100003,32.58516445200007),(35.101022912000076,32.58512163700004),(35.10090951500007,32.58506600900006),(35.100783025000055,32.58504657800006),(35.10044252500006,32.58499427000004),(35.100011220000056,32.58486928900004),(35.09929065100005,32.58469249600006),(35.09858027200005,32.58448562500007),(35.09821067200005,32.58437799100005),(35.09811804200007,32.58435101600003),(35.09797036200007,32.58431672900008),(35.097342138000045,32.58417086800006),(35.09700310200003,32.58409215100005),(35.09675188500006,32.58397411800007),(35.09647928900006,32.583846040000026),(35.09619730600008,32.58365850100006),(35.09596071200008,32.58342910400006),(35.095825328000046,32.58329783800008),(35.09569040400004,32.58309654100003),(35.09553917100004,32.582870910000054),(35.09535570300005,32.582679135000035),(35.095305214000064,32.58262636000006),(35.09528422400007,32.58319359600006),(35.095188552000025,32.583955579000076),(35.09516943500006,32.58429410200006),(35.09513322200007,32.58493533200004),(35.09516669200008,32.58523904200007),(35.09507077400008,32.586201569000025),(35.09496362300007,32.58727679800006),(35.09489485000006,32.58796687700004))",36SXB
124031,"((34.82745401600005,32.024831334000055),(34.82710932400005,32.02441563900004),(34.82658538600003,32.024641993000046),(34.82666515600005,32.02473707900003),(34.82669213500003,32.024987690000046),(34.826775258000055,32.02512844600005),(34.82745401600005,32.024831334000055))",36SXA
74684,"((34.94290294700005,31.793866630000025),(34.942519127000025,31.793752502000075),(34.94235744400004,31.794122016000074),(34.94221728500003,31.794288754000036),(34.942216966000046,31.794402095000066),(34.94204171500007,31.794628413000055),(34.94195754900005,31.794753511000067),(34.94183167700004,31.79480693800008),(34.941908186000035,31.79492043600004),(34.94194945300006,31.795147202000066),(34.942081786000074,31.795278710000048),(34.94217261800003,31.795266967000032),(34.942228628000066,31.795219360000033),(34.94290294700005,31.793866630000025))",36SXA
209871,"((34.99481441100005,31.317337085000077),(34.99479014100007,31.317385568000077),(34.99483187000004,31.31764411200004),(34.994866933000026,31.317861357000027),(34.994931724000025,31.318443821000074),(34.99506091000006,31.318598825000038),(34.995098831000064,31.318569309000054),(34.99552416700004,31.318038623000064),(34.995615835000024,31.31778156400003),(34.99561881400007,31.317727018000028),(34.99540620100004,31.31758989900004),(34.995547190000025,31.317467075000025),(34.99569096300007,31.317641627000057),(34.995683292000024,31.317722479000054),(34.99568137800003,31.317742640000063),(34.99575860600004,31.31792828700003),(34.99580020700006,31.318118836000053),(34.995842011000036,31.318218114000047),(34.996020213000065,31.31839707000006),(34.99619214200004,31.318562487000065),(34.996320128000036,31.318693471000074),(34.99648343200005,31.31891190600004),(34.996590344000026,31.31902373400004),(34.996711047000076,31.319075248000047),(34.996744841000066,31.31904310500005),(34.99673545700006,31.318962550000037),(34.99663814100006,31.31878652100005),(34.99655750000005,31.318671308000035),(34.99646313200003,31.318587819000072),(34.99642748700006,31.318506590000027),(34.99638479300006,31.318381337000062),(34.99636091100007,31.318253949000052),(34.99624052400003,31.318059213000026),(34.996065378000026,31.317924275000053),(34.99601304400005,31.317836165000074),(34.995969167000055,31.31772398700008),(34.995943123000075,31.31762410400006),(34.99585609600007,31.317547301000047),(34.99576188100008,31.317395538000028),(34.99579173400008,31.317197168000064),(34.99585910400003,31.31713585800003),(34.99594318000004,31.31712138300003),(34.99599879400006,31.317150695000066),(34.99612891500004,31.317265989000077),(34.99625449500007,31.317486528000074),(34.99634147100005,31.317539070000066),(34.99641902700006,31.317575271000067),(34.99653371200003,31.317543890000024),(34.99655805500004,31.31746167600005),(34.996536380000066,31.31728577000007),(34.99651553100006,31.31721187000005),(34.99640242500004,31.31709894900007),(34.99629632700004,31.317047459000037),(34.99622706900004,31.317011902000047),(34.99590058000007,31.316859131000058),(34.995788823000055,31.316658817000075),(34.995829108000066,31.31644585300006),(34.99567592300008,31.316310319000024),(34.99551545700007,31.316236823000054),(34.99538947700006,31.316198197000062),(34.99521763600006,31.316043511000032),(34.995188738000024,31.316237373000035),(34.99518870500003,31.316251984000075),(34.995197432000055,31.316533934000063),(34.99515308500003,31.316730567000036),(34.995076975000075,31.31689558100004),(34.99503346700004,31.317045406000034),(34.99489037400008,31.317191191000063),(34.99481441100005,31.317337085000077))",36RXV
248056,"((35.58027853100003,32.981553302000066),(35.58053981000006,32.98154354500008),(35.58063479600003,32.980259413000056),(35.580633832000046,32.98025944500006),(35.580384355000035,32.98026771700006),(35.58034430300006,32.98026904500006),(35.58030274600003,32.980270423000036),(35.58023637200006,32.981554876000075),(35.58027853100003,32.981553302000066))",36SYB
76442,"((35.49240972500007,32.808715035000034),(35.49250364100004,32.808934925000074),(35.49261878300007,32.80916011100004),(35.492683062000026,32.80938183600006),(35.492730462000054,32.80962507100003),(35.492823772000065,32.80999318100004),(35.493146626000055,32.80989608300007),(35.49293959100004,32.80877288500005),(35.49290956800007,32.808662018000064),(35.49287114100008,32.80857264300005),(35.49240972500007,32.808715035000034))",36SYB
167251,"((34.93454087900005,31.81964860900007),(34.93442136500005,31.819377806000034),(34.93430904200005,31.819104674000073),(34.934187433000034,31.818756129000064),(34.933996250000064,31.81847056400005),(34.93377385800005,31.818275566000068),(34.93348384800004,31.81812506500006),(34.93347753900008,31.818115401000057),(34.93328733100003,31.818148275000055),(34.933120416000065,31.81819752000007),(34.933012387000076,31.81826321300008),(34.932951109000044,31.81830601000007),(34.93293490700006,31.818428804000064),(34.93294835800003,31.81848853400004),(34.93318248500003,31.818642976000035),(34.933514141000046,31.818999905000055),(34.933723616000066,31.819206058000077),(34.93393923000008,31.81951656600006),(34.934009195000044,31.819791142000042),(34.934029930000065,31.819924747000073),(34.93414537500007,31.819851764000077),(34.93436750300003,31.819739506000076),(34.93454087900005,31.81964860900007))",36SXA
241819,"((35.58419005800005,33.24931688700008),(35.58473647000005,33.24970291200003),(35.58498092200006,33.249681845000055),(35.585216615000036,33.249734802000035),(35.585394604000044,33.24940378900004),(35.584158356000046,33.24887315800004),(35.58419005800005,33.24931688700008))",36SYB
220209,"((34.984938174000035,32.22771667300003),(34.98309033000004,32.228566801000056),(34.98350648700006,32.22918539800003),(34.98535434200005,32.228335263000076),(34.984938174000035,32.22771667300003))",36SXA
261587,"((35.29603844400003,32.95789306700004),(35.29528256000003,32.957678748000035),(35.29534843000005,32.95758071100005),(35.29450583800008,32.957242128000075),(35.29414638500003,32.95821676500003),(35.29425248600006,32.95824825100004),(35.294798427000046,32.958239967000054),(35.29507928900006,32.95832655500004),(35.29540690700003,32.958373659000074),(35.29545996100006,32.95839203000003),(35.29612941000005,32.95872845900004),(35.296140586000035,32.95864829000004),(35.29615526500004,32.958613823000064),(35.296297458000026,32.95857237000007),(35.296192474000065,32.95823338900004),(35.296099139000034,32.95809011700004),(35.29608766900003,32.958065316000045),(35.296079476000045,32.95804740400007),(35.29607455100006,32.95802811200008),(35.29603844400003,32.95789306700004))",36SYB
180374,"((35.26392918500005,32.71140977400006),(35.263426681000055,32.71141504000008),(35.263366215000076,32.71141567400008),(35.26332401700006,32.71161610000007),(35.263672977000056,32.71161697200006),(35.263695668000025,32.711512973000026),(35.263766056000065,32.71150933900003),(35.26374978100006,32.71161450400007),(35.26394098800006,32.711624699000026),(35.26392918500005,32.71140977400006))",36SYB
141812,"((34.91988856800003,32.396373898000036),(34.91978830900007,32.39644820400002),(34.919480856000064,32.39660037700003),(34.91927656900003,32.39668381000007),(34.91943930600007,32.397081537000076),(34.920029776000035,32.39662565400005),(34.920382536000034,32.39635329300006),(34.92017292000003,32.39616315000006),(34.91988856800003,32.396373898000036))",36SXA
162897,"((34.634863170000074,31.597929977000035),(34.63560168200007,31.59781825300007),(34.636213688000055,31.59803572900006),(34.636551035000025,31.598188036000067),(34.63701868700008,31.598304647000077),(34.637515765000046,31.597705546000043),(34.637917634000075,31.597635746000037),(34.63822798500007,31.597486794000076),(34.638689002000035,31.597317033000024),(34.63824791400003,31.596957159000056),(34.637914513000055,31.596769562000077),(34.63708019000006,31.596436573000062),(34.637166989000036,31.595914393000044),(34.63659158400003,31.595639818000052),(34.63632353000003,31.59571020900006),(34.63625532200007,31.595924659000048),(34.63622836500008,31.596232352000072),(34.63588404200004,31.59646704800008),(34.635623347000035,31.596702116000074),(34.63593932200007,31.59700417600004),(34.63619845300008,31.597026803000063),(34.63644700400005,31.597414463000064),(34.63751650200004,31.59758385600003),(34.63736557300007,31.59764761200006),(34.63686342800003,31.59770265000003),(34.636103631000026,31.59749167800004),(34.63533808700004,31.596851172000072),(34.63517918500003,31.596850464000056),(34.63489370600007,31.597035310000024),(34.634755013000074,31.597836435000033),(34.634863170000074,31.597929977000035))",36RXV
245752,"((35.43877784000006,33.07649991200003),(35.43928675400008,33.076154546000055),(35.43928345100005,33.07614961400003),(35.43928136000005,33.07606441000007),(35.43920664800004,33.07565219400004),(35.439023356000064,33.07524785100003),(35.43767014700006,33.07618256600006),(35.437825162000024,33.07645041400008),(35.43811225400003,33.07679817800005),(35.438272159000064,33.07684308200004),(35.43877539300007,33.076501574000076),(35.43877784000006,33.07649991200003))",36SYB
73291,"((35.503136905000076,32.73346194000004),(35.49928268200006,32.72985897600006),(35.498979520000034,32.73027672500007),(35.502749814000026,32.73381627800006),(35.503136905000076,32.73346194000004))",36SYB
196852,"((35.76844379700003,33.07658685100006),(35.76964423100003,33.07633567700003),(35.76854152100003,33.07518719700005),(35.76833909000004,33.07498765300005),(35.767964266000035,33.07561826700004),(35.767928237000035,33.07571822500006),(35.76797903200003,33.075849782000034),(35.76844379700003,33.07658685100006))",36SYB
234904,"((35.78926749800007,33.11402477000007),(35.790918961000045,33.11341902700008),(35.79128256800004,33.112829945000044),(35.791046280000046,33.112406288000045),(35.78887638300006,33.113180525000075),(35.78926749800007,33.11402477000007))",36SYB
79779,"((35.553566713000066,33.15565986100006),(35.553406135000046,33.15481536000004),(35.55332650200006,33.15480472400003),(35.55311048100003,33.154925871000046),(35.553135600000076,33.15501888000006),(35.553168018000065,33.155015293000076),(35.55318738300008,33.15514575800006),(35.55322625800005,33.15514834900006),(35.55324831300004,33.15529505500007),(35.55328721400008,33.15528930200003),(35.553387144000055,33.15578137000006),(35.55344050900004,33.15574525900007),(35.553566713000066,33.15565986100006))",36SYB
163593,"((34.646138215000065,31.57079181900008),(34.64547967100003,31.570664846000057),(34.64553783400004,31.570785768000064),(34.64573078500007,31.571107850000033),(34.64586656400007,31.571302342000024),(34.64590323500005,31.57142634400003),(34.646302322000054,31.571535931000028),(34.64675466500006,31.57163774000003),(34.647657768000045,31.571789851000062),(34.64791740900006,31.57184572400007),(34.64793354100004,31.571789970000054),(34.647993460000066,31.57145591400007),(34.64808063400005,31.571162110000046),(34.64734625600005,31.57103265300003),(34.646138215000065,31.57079181900008))",36RXV
