id,plot,sentinel_id
142121,"((35.378331778000074,32.56966325600007),(35.37836250600003,32.56963895700005),(35.37835706900006,32.56958035200006),(35.37833025000003,32.56947840400005),(35.37807235100007,32.56882564000006),(35.37789896600003,32.56837159000003),(35.377644273000044,32.56772098400006),(35.37735410600004,32.566950408000025),(35.37714232500008,32.566405786000075),(35.37713377100005,32.56638776300008),(35.37711557600005,32.566339275000075),(35.37630012200003,32.56645933000004),(35.375900983000065,32.566556270000035),(35.376172448000034,32.567479165000066),(35.376323124000066,32.567655898000055),(35.37660286300007,32.56768634700006),(35.376941171000055,32.567573167000035),(35.37699848600005,32.567530797000074),(35.37714115800003,32.567964061000055),(35.37677062900008,32.568100910000055),(35.37666124000003,32.568199169000025),(35.37654552200007,32.568328364000024),(35.37647956200004,32.568417545000045),(35.37654490700004,32.56862034400007),(35.376656258000025,32.56893516500003),(35.37684962700007,32.569261235000056),(35.37690476100005,32.56963645800005),(35.376915575000055,32.56972273800005),(35.37694008500006,32.56978753800007),(35.37702010800007,32.56986858400006),(35.37710853500005,32.56988929200003),(35.37719914500008,32.56993813100007),(35.37734382200006,32.56991538900007),(35.377363195000044,32.569911485000034),(35.37746312400003,32.56987699100006),(35.377583264000066,32.56983174000004),(35.37771102200003,32.569815694000056),(35.378166846000056,32.56972940000003),(35.378249754000024,32.56970457800003),(35.378308282000035,32.56968303600007),(35.378331778000074,32.56966325600007))",36SYB
19096,"((34.99766323700004,32.48890877900004),(34.997947432000046,32.49060509700007),(34.99850988800006,32.49055070000003),(34.99846720800008,32.49034558200003),(34.99834875000005,32.48968143800005),(34.99821772200005,32.48884854500005),(34.99766323700004,32.48890877900004))",36SXA
133700,"((34.64289376700003,31.684731199000055),(34.63767718500003,31.684342626000046),(34.637581167000064,31.684466130000033),(34.63760474800006,31.68464111600008),(34.64272098300006,31.685053356000026),(34.64289376700003,31.684731199000055))",36SXA
241977,"((35.49389901100005,31.761010944000077),(35.49354933700005,31.759804776000067),(35.49345913700006,31.75981782100007),(35.49340627500004,31.759747321000077),(35.49318835500003,31.75979917500007),(35.49315061800007,31.75975432200005),(35.49307541600007,31.75975449200007),(35.493030375000046,31.759780274000036),(35.493539326000075,31.761422640000035),(35.49357712800003,31.761486754000032),(35.493960333000075,31.76138316400005),(35.493869052000036,31.76104953300006),(35.49389901100005,31.761010944000077))",36SYA
117756,"((34.99114297700004,32.51765690700006),(34.990909069000054,32.51763264900006),(34.990906393000046,32.51757299900004),(34.990751558000056,32.51755603600003),(34.99079132500003,32.517410566000024),(34.99016623000006,32.51735064400003),(34.990132550000055,32.517347415000074),(34.990003330000036,32.518401735000054),(34.99004839600008,32.51839704100007),(34.99049770900007,32.51842909900006),(34.990499261000025,32.51841365400003),(34.99112001900005,32.517885051000064),(34.99114297700004,32.51765690700006))",36SXA
231886,"((35.17582299500003,32.62455820200006),(35.17523807600003,32.621925203000046),(35.172773678000055,32.622289814000055),(35.173449789000074,32.624912030000075),(35.17582299500003,32.62455820200006))",36SXB
257787,"((35.409930477000046,32.87186788300005),(35.409818650000034,32.87054811100006),(35.40958916500006,32.87059898200005),(35.40959164100008,32.87095999400003),(35.40959408600003,32.87122373200003),(35.409706097000026,32.87158027600003),(35.409802814000045,32.87189232600008),(35.409930477000046,32.87186788300005))",36SYB
32498,"((34.86944919500007,31.76102516800006),(34.86939962300005,31.760972133000053),(34.86901673700004,31.761630290000028),(34.869959331000075,31.762396943000056),(34.86999001200007,31.76242250400003),(34.870328577000066,31.761803936000035),(34.87032166900008,31.761746627000036),(34.86944919500007,31.76102516800006))",36SXA
212080,"((34.91827157900008,31.180140273000063),(34.91858660500003,31.180210808000027),(34.91859842500003,31.180154868000045),(34.91871254400007,31.17956607700006),(34.918790657000045,31.17940453700004),(34.91881738500007,31.17923710900004),(34.918821972000046,31.179071978000025),(34.91889979600006,31.178726625000024),(34.91890100200004,31.178639231000034),(34.918978442000025,31.178351871000075),(34.918982517000074,31.178048991000026),(34.918949662000045,31.177898579000043),(34.91883309100007,31.177898320000054),(34.91864186200007,31.177804829000024),(34.91881757700003,31.17751885800004),(34.91895159400008,31.177254273000074),(34.91882676200004,31.17723251800004),(34.918576046000055,31.177539799000044),(34.91843578900006,31.178079384000057),(34.917937204000054,31.179542902000037),(34.91790338100003,31.17971464200008),(34.918003214000066,31.17974350000003),(34.91842797900006,31.179708650000066),(34.918389939000065,31.179898279000042),(34.91827157900008,31.180140273000063))",36RXV
10415,"((34.97297826600004,32.37785055200004),(34.97338990600008,32.37775331300003),(34.97338133400007,32.37772283500004),(34.97319503400007,32.377060465000056),(34.97303335600003,32.37653358700004),(34.972256912000034,32.37664925200005),(34.97265699400003,32.377914840000074),(34.97297826600004,32.37785055200004))",36SXA
258620,"((35.22253244700005,32.95166548000003),(35.22268905300007,32.951472325000054),(35.22281210600005,32.95132054900006),(35.22331089100004,32.95124665000003),(35.22319857300005,32.95113001300007),(35.22305986500004,32.951068607000025),(35.222980472000074,32.95096887200003),(35.222890394000046,32.95091985700003),(35.222782980000034,32.95107259400004),(35.222677204000036,32.951069791000066),(35.22255019900007,32.951033179000035),(35.22249587600004,32.95096105300007),(35.222480132000044,32.950915536000025),(35.222479357000054,32.95091484500006),(35.222479777000046,32.950914510000075),(35.22245708600008,32.95084891300007),(35.22238674100004,32.950876537000056),(35.22222597900003,32.95082245900005),(35.22214743300003,32.95078076800007),(35.22212754700007,32.950772882000024),(35.22206090000003,32.95090645100004),(35.22206158800003,32.95100901700005),(35.22210440200007,32.95118821800003),(35.222157733000074,32.95131331700003),(35.222207070000024,32.95152351300004),(35.222388901000045,32.95164352200004),(35.22242426200006,32.95165104900008),(35.222429383000076,32.95165118800003),(35.222434760000056,32.951651335000065),(35.22243530900005,32.95165134800004),(35.22246641400005,32.95165427000006),(35.22247697600005,32.951662268000064),(35.22251590500008,32.95167055400003),(35.22253244700005,32.95166548000003))",36SXB
256944,"((35.396039392000034,32.865755673000024),(35.395853930000044,32.865449384000044),(35.39570575100004,32.86555577100006),(35.395658998000044,32.86570078300008),(35.395658936000075,32.86570134600004),(35.39565191200006,32.865763048000076),(35.39576824400007,32.865972491000036),(35.39589444500007,32.865891711000074),(35.396039392000034,32.865755673000024))",36SYB
227495,"((34.87134415000003,31.761727935000067),(34.871059428000024,31.761654372000066),(34.87095209200004,31.76187709900006),(34.87131937300006,31.76195315500007),(34.871697537000045,31.761965521000036),(34.871764366000036,31.761897428000054),(34.87171325500003,31.761836562000042),(34.87162222400008,31.76182614800007),(34.87162689300004,31.761796348000075),(34.87157069700004,31.761776630000043),(34.871336402000054,31.761749826000027),(34.87134415000003,31.761727935000067))",36SXA
216988,"((35.38683878000006,32.977923057000055),(35.38635776800004,32.97800248500005),(35.38597585900004,32.97810085400005),(35.385718395000026,32.97815371300004),(35.385543093000024,32.97824462300002),(35.38526037400004,32.978315071000054),(35.38542935400005,32.97834530400007),(35.385586731000046,32.97835066600004),(35.385606565000046,32.97827840700006),(35.38566988900004,32.97824014300005),(35.38576040500004,32.978211385000066),(35.38586229300006,32.97820741900006),(35.38604116500005,32.97820143400003),(35.386181547000035,32.97819741300003),(35.386886410000045,32.97805856700006),(35.38683878000006,32.977923057000055))",36SYB
272121,"((35.797834873000056,33.24138254700006),(35.798303082000075,33.24160906900005),(35.798390537000046,33.24131453600006),(35.798455872000034,33.24119984600003),(35.79842029900004,33.24111504900003),(35.798096531000056,33.24096953700007),(35.797834873000056,33.24138254700006))",36SYB
92450,"((35.50886012400008,32.743682705000026),(35.50891059600008,32.74358238100007),(35.508941304000075,32.743468429000075),(35.506569332000026,32.74246534700006),(35.50647350100007,32.742495605000045),(35.50610100100005,32.74253467400007),(35.50605737300003,32.74254639800006),(35.50600240600005,32.74256264500008),(35.50588810800008,32.74259643100004),(35.50572664400005,32.742711334000035),(35.50568183000007,32.74281641500005),(35.505870637000044,32.742997278000075),(35.50696650500004,32.74316004800005),(35.507810289000076,32.743352050000055),(35.50857568200007,32.743735095000034),(35.508707464000054,32.74374749900005),(35.50886012400008,32.743682705000026))",36SYB
32031,"((34.91650427500008,32.142530839000074),(34.91565453700008,32.14128507800007),(34.91468417500005,32.14166461700006),(34.91562039100006,32.14298191200004),(34.91650427500008,32.142530839000074))",36SXA
67336,"((34.838636776000044,31.55340334400006),(34.838358982000045,31.552787704000025),(34.83828439400003,31.552828730000044),(34.83821405400005,31.552903509000032),(34.838187566000045,31.552959670000064),(34.83811719600004,31.553041947000054),(34.83807312300007,31.553116802000034),(34.83807306400007,31.553131798000038),(34.83827285700005,31.553541016000054),(34.838636776000044,31.55340334400006))",36RXV
52550,"((34.75225582500008,31.93778072300006),(34.75216129100005,31.937495483000077),(34.75123621000006,31.937706553000055),(34.751645051000025,31.937931741000057),(34.75225582500008,31.93778072300006))",36SXA
179020,"((35.19374038400008,31.74147412600007),(35.19392221600003,31.741126869000027),(35.19367790700005,31.741109107000057),(35.19339538400004,31.74102272500005),(35.19339312400007,31.741027822000035),(35.193328817000065,31.74114510800007),(35.19327479700007,31.741243626000028),(35.19325886800004,31.74126659700005),(35.19325484900003,31.74127239300003),(35.19319997200006,31.741264001000047),(35.19300963000006,31.741198748000045),(35.19295630900007,31.74118046800004),(35.19289859000003,31.741295940000043),(35.192700752000064,31.74169170700003),(35.19269863900007,31.741714253000055),(35.19268712200005,31.741823106000027),(35.192737882000074,31.74186525300007),(35.19273844600008,31.741865632000042),(35.19273840000005,31.741865682000025),(35.192918520000035,31.742015239000068),(35.19293077400005,31.74202541300008),(35.19345326400003,31.741973934000043),(35.193489218000025,31.74197039200004),(35.19354600200006,31.741893684000047),(35.193609105000064,31.74176583900004),(35.19357584100004,31.741665612000077),(35.193576181000026,31.741540196000074),(35.19374038400008,31.74147412600007))",36SXA
24664,"((34.992038241000046,32.34860429100007),(34.99226830600003,32.348446910000064),(34.99174021300007,32.34784672200004),(34.99151441500004,32.347576831000026),(34.98981178200006,32.34554165600008),(34.98966817500008,32.34536677400007),(34.98961737500008,32.34542731700003),(34.98960281700005,32.34544466600005),(34.98944314900007,32.34568037500003),(34.99003215600004,32.34637429300005),(34.990876323000066,32.34735008500007),(34.991841599000054,32.34850885000003),(34.991913037000074,32.348459336000076),(34.992038241000046,32.34860429100007))",36SXA
145037,"((34.77965476900005,31.659740904000046),(34.779786510000065,31.65944155300008),(34.77948017600005,31.659362371000043),(34.779438749000064,31.659464273000026),(34.77847262900008,31.659194869000032),(34.77839964100008,31.659394844000076),(34.77965476900005,31.659740904000046))",36SXA
202303,"((35.50803357700005,32.98813485000005),(35.507843259000026,32.98817074700003),(35.50732147100007,32.988232967000044),(35.506923544000074,32.98828568700003),(35.50676955000006,32.98830643800005),(35.50672876300007,32.98826812600004),(35.50666788900003,32.98830046200004),(35.50651410200004,32.98835042600007),(35.506467935000046,32.98836577600002),(35.506293878000065,32.98843319000002),(35.50621266100006,32.98846106800005),(35.50614114100006,32.98850911900007),(35.506110146000026,32.98854976900003),(35.50603553900004,32.98863389300004),(35.50596637600006,32.98874568700006),(35.505889893000074,32.988844423000046),(35.50578321200004,32.98893547800003),(35.50560588400003,32.989047982000045),(35.50544347400006,32.989143048000074),(35.50519786600006,32.98928168500004),(35.50515330500008,32.98932922000006),(35.50510103200003,32.98940535600008),(35.50505842100006,32.989460190000045),(35.50518796500006,32.98951677200006),(35.50561313400004,32.989607627000055),(35.50594082400005,32.989663731000064),(35.50617193700003,32.989698608000026),(35.50631105400004,32.989707288000034),(35.50646083300006,32.98970476200003),(35.506631979000076,32.98969298700007),(35.50682348400005,32.989658801000076),(35.50763783900004,32.98945332100004),(35.50806447700006,32.98934751100006),(35.50826668600007,32.98931546100005),(35.50837247100003,32.98930726800006),(35.508478360000026,32.989297994000026),(35.50855741600003,32.98929500600008),(35.508700877000024,32.98929123100004),(35.50958041900003,32.98931397000007),(35.509679934000076,32.98931823500004),(35.509721488000025,32.98923698400006),(35.50971470500008,32.98916252300006),(35.509691995000026,32.98909215900005),(35.50964346400008,32.98898020100006),(35.509635581000055,32.98886579900005),(35.50963971900006,32.98879365600004),(35.509642521000046,32.98870627800005),(35.50964546100005,32.98862791600004),(35.509668815000055,32.98857439000005),(35.50974985500005,32.98849520700003),(35.509670637000056,32.988450949000026),(35.50908984300003,32.988217303000056),(35.508847556000035,32.98810518700003),(35.50858534400004,32.98807940700004),(35.50838110700005,32.98808098600006),(35.50830526200008,32.98808396600003),(35.50803357700005,32.98813485000005))",36SYB
96943,"((35.47398487100003,32.84465649800006),(35.473804535000056,32.843254725000065),(35.47269465800008,32.84355850700007),(35.47287202100006,32.84494899300006),(35.47398487100003,32.84465649800006))",36SYB
142289,"((34.60805622300006,31.449848737000025),(34.607931732000054,31.44946473600004),(34.60764396500008,31.448711984000056),(34.607516943000064,31.44877585300003),(34.60669728400006,31.44899211300003),(34.60675709700007,31.44916850900006),(34.60708086500006,31.450123336000047),(34.607986932000074,31.449855524000043),(34.60805622300006,31.449848737000025))",36RXV
43689,"((34.40260890900004,31.375337646000048),(34.40273783400005,31.375407426000038),(34.40299203300003,31.375451163000037),(34.40326406200006,31.37549884500004),(34.403393281000035,31.375534138000035),(34.40348563500004,31.375703314000077),(34.403653,31.375980249000065),(34.40368305900006,31.37612221300003),(34.40374493300004,31.376199236000048),(34.40387813000007,31.37629203000006),(34.404020813000045,31.376319744000057),(34.40468118800004,31.376392835000047),(34.40523509600007,31.376380961000052),(34.40551716300007,31.376298418000033),(34.40596110700005,31.376086601000054),(34.406104956000036,31.37597637500005),(34.40618194600006,31.37585040400006),(34.406192012000076,31.37571635300003),(34.406107904000066,31.375627698000073),(34.40607402400008,31.37540907500005),(34.40608619500006,31.375025970000024),(34.40606920700003,31.374922405000063),(34.40599383800003,31.374856796000074),(34.40590911600003,31.37484094100006),(34.40526162900005,31.374829245000058),(34.40431913400005,31.37484636000005),(34.40312208600005,31.374861878000047),(34.40288018000007,31.374948499000027),(34.402642773000025,31.375031315000058),(34.40255296700008,31.375088230000074),(34.40253895200004,31.37516094700004),(34.40256017400003,31.375291361000052),(34.40260890900004,31.375337646000048))",36RXV
123369,"((35.511352188000046,33.070323624000025),(35.51132914900006,33.07011238200005),(35.511239240000066,33.07016168000007),(35.51114885900006,33.07016230100004),(35.51080489100008,33.070113898000045),(35.51034339700004,33.07066004200004),(35.510343196000065,33.07066027800005),(35.51032726300008,33.07069421700004),(35.51032733400007,33.07069424100007),(35.51113216300007,33.070974300000046),(35.51115024100005,33.070915755000044),(35.511352188000046,33.070323624000025))",36SYB
231964,"((34.806587292000074,31.850471828000025),(34.80684939200006,31.85100577600008),(34.807218300000045,31.850878871000077),(34.80698846100006,31.850335763000032),(34.806587292000074,31.850471828000025))",36SXA
237266,"((35.46840925200007,31.99137896700006),(35.46738921000008,31.99096044600003),(35.467242998000074,31.99119503000003),(35.467249235000054,31.99119780500007),(35.466963650000025,31.991650635000042),(35.46656813300007,31.992277767000076),(35.46762215900003,31.992740067000057),(35.46840925200007,31.99137896700006))",36SYA
